algo_config,dgp_config_folder,algorithm,full_alpha_range,dataset,feature_dim,n_train_samples,n_test_samples,mc_iterations,max_depth,min_samples_split,kappa,max_features,fit_duration (mean),fit_duration (median),noise_learning_duration (mean),noise_learning_duration (median),permutation_importance_means,permutation_importance_stds,feature_importances,Train Noise (mean),Train Noise (median),Est. Train Noise (mean),Est. Train Noise (median),Train Noise Est. Diff. (mean),Train Noise Est. Diff. (median),Train Accuracy (mean),Train Accuracy (median),Test Accuracy (mean),Test Accuracy (median),Test Precision (mean),Test Precision (median),Test Recall (mean),Test Recall (median),Test F1 (mean),Test F1 (median),Depth (mean),Depth (median),N Leaves (mean),N Leaves (median),Test AUC (mean),Test AUC (median),Test Log Loss (mean),Test Log Loss (median),Test Matthews (mean),Test Matthews (median),Class 1 Fraction (mean),Class 1 Fraction (median)
es_1nn.yaml,standard,ES,,Add. Het.,30,1000,1000,300,,2,1nn,all,1.084,0.869,0.0,0.0,"0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.04,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.084,0.084,0.231,0.232,-0.148,-0.148,0.804,0.808,0.792,0.797,0.804,0.805,0.779,0.794,0.788,0.796,1.91,2.0,3.82,4.0,0.82,0.826,0.491,0.485,0.589,0.595,0.499,0.499
two_step.yaml,standard,TS,0.0,Add. Het.,30,1000,1000,300,,2,1nn,all,1.675,1.523,0.0,0.0,"0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.09,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.084,0.084,0.231,0.232,-0.148,-0.148,0.817,0.818,0.798,0.8,0.826,0.825,0.761,0.767,0.79,0.793,2.587,3.0,4.61,4.0,0.842,0.845,0.474,0.472,0.601,0.603,0.499,0.499
es_true_mse.yaml,standard,ES*,,Add. Het.,30,1000,1000,300,,2,mean_var,all,0.039,0.04,0.0,0.0,"0.04,0.0,0.06,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.11,0.02,0.15,0.54,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0",0.084,0.084,0.084,0.084,0.0,0.0,0.93,0.93,0.796,0.796,0.805,0.806,0.785,0.786,0.794,0.795,6.13,6.0,45.46,44.0,0.822,0.825,2.791,2.708,0.593,0.594,0.499,0.499
two_step_full.yaml,standard,TS,1.0,Add. Het.,30,1000,1000,300,,2,1nn,all,1.696,1.448,0.0,0.0,"0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.09,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.084,0.084,0.231,0.232,-0.148,-0.148,0.817,0.818,0.798,0.8,0.826,0.825,0.761,0.767,0.79,0.793,2.587,3.0,4.61,4.0,0.842,0.845,0.474,0.472,0.601,0.603,0.499,0.499
post_pruned.yaml,standard,CCP,0.0,Add. Het.,30,1000,1000,300,,2,,all,12.36,12.346,0.0,0.0,"0.04,0.0,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.12,0.0,0.16,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.084,0.084,,,,,0.86,0.858,0.816,0.816,0.815,0.816,0.822,0.822,0.817,0.817,5.08,5.0,10.15,10.0,0.873,0.876,0.521,0.459,0.634,0.634,0.499,0.499
two_step*.yaml,standard,TS*,0.0,Rectangular,5,1000,1000,300,,2,mean_var,all,0.538,0.531,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.52,0.43,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.802,0.802,0.787,0.788,0.736,0.742,0.325,0.326,0.448,0.453,4.337,4.0,6.167,5.0,0.644,0.643,0.551,0.523,0.385,0.389,0.267,0.268
two_step*_full.yaml,standard,TS*,1.0,Rectangular,5,1000,1000,300,,2,mean_var,all,0.577,0.567,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.42,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.8,0.802,0.785,0.788,0.708,0.74,0.314,0.325,0.433,0.452,4.173,4.0,5.94,5.0,0.639,0.642,0.551,0.524,0.372,0.389,0.267,0.268
post_pruned_full.yaml,standard,CCP,1.0,Rectangular,5,1000,1000,300,,2,,all,4.588,4.621,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.49,0.41,0.0,0.0,0.0",0.16,0.16,,,,,0.796,0.8,0.783,0.788,0.675,0.739,0.296,0.321,0.41,0.449,3.983,4.0,5.25,5.0,0.632,0.641,0.539,0.524,0.353,0.386,0.267,0.268
max_depth.yaml,standard,MD,,Rectangular,5,1000,1000,300,,2,,all,0.015,0.013,0.0,0.0,"0.05,0.05,0.0,-0.0,0.0","0.01,0.01,0.01,0.01,0.01","0.25,0.26,0.16,0.16,0.16",0.16,0.16,,,,,1.0,1.0,0.669,0.667,0.385,0.384,0.402,0.402,0.393,0.393,19.743,19.0,202.15,202.0,0.584,0.584,11.948,12.003,0.166,0.166,0.267,0.268
es_1nn.yaml,standard,ES,,Rectangular,5,1000,1000,300,,2,1nn,all,0.016,0.014,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.44,0.38,0.05,0.05,0.05",0.16,0.16,0.174,0.174,-0.014,-0.014,0.802,0.812,0.764,0.767,0.6,0.635,0.326,0.344,0.414,0.446,4.18,4.0,16.893,15.0,0.636,0.637,1.001,0.936,0.313,0.338,0.267,0.268
two_step.yaml,standard,TS,0.0,Rectangular,5,1000,1000,300,,2,1nn,all,0.625,0.583,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.51,0.44,0.0,0.0,0.0",0.16,0.16,0.174,0.174,-0.014,-0.014,0.8,0.802,0.786,0.788,0.723,0.743,0.319,0.326,0.439,0.453,4.26,4.0,6.047,5.0,0.643,0.643,0.55,0.524,0.377,0.389,0.267,0.268
es_true_mse.yaml,standard,ES*,,Rectangular,5,1000,1000,300,,2,mean_var,all,0.008,0.007,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.4,0.37,0.07,0.07,0.07",0.16,0.16,0.16,0.16,0.0,0.0,0.823,0.823,0.769,0.77,0.629,0.63,0.342,0.343,0.441,0.447,5.073,5.0,25.363,25.0,0.637,0.637,1.357,1.32,0.335,0.337,0.267,0.268
two_step_full.yaml,standard,TS,1.0,Rectangular,5,1000,1000,300,,2,1nn,all,0.665,0.62,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.49,0.42,0.0,0.0,0.0",0.16,0.16,0.174,0.174,-0.014,-0.014,0.797,0.802,0.784,0.788,0.684,0.74,0.303,0.324,0.418,0.452,4.02,4.0,5.73,5.0,0.635,0.642,0.55,0.525,0.359,0.387,0.267,0.268
post_pruned.yaml,standard,CCP,0.0,Rectangular,5,1000,1000,300,,2,,all,4.511,4.553,0.0,0.0,"0.08,0.08,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0","0.52,0.44,0.0,0.0,0.0",0.16,0.16,,,,,0.801,0.801,0.788,0.789,0.74,0.744,0.323,0.324,0.448,0.453,4.397,4.0,5.733,5.0,0.644,0.645,0.538,0.521,0.387,0.389,0.267,0.268
two_step*.yaml,expanded,TS*,0.0,Rectangular,30,1000,1000,300,,2,mean_var,all,2.031,2.037,0.0,0.0,"0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.8,0.801,0.785,0.788,0.72,0.74,0.319,0.327,0.439,0.452,4.183,4.0,5.577,5.0,0.64,0.643,0.544,0.521,0.376,0.389,0.267,0.268
max_depth.yaml,expanded,MD,,Rectangular,30,1000,1000,300,,2,,all,0.072,0.069,0.0,0.0,"0.05,0.05,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.12,0.11,0.03,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02",0.16,0.16,,,,,1.0,1.0,0.665,0.666,0.379,0.379,0.395,0.396,0.386,0.389,18.137,18.0,138.52,138.0,0.579,0.581,12.068,12.039,0.157,0.16,0.267,0.268
es_1nn.yaml,expanded,ES,,Rectangular,30,1000,1000,300,,2,1nn,all,0.836,0.454,0.0,0.0,"0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.36,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,0.188,0.188,-0.028,-0.027,0.762,0.755,0.734,0.73,0.335,0.44,0.216,0.321,0.247,0.388,2.76,3.0,7.907,8.0,0.605,0.611,0.739,0.658,0.155,0.211,0.267,0.268
two_step.yaml,expanded,TS,0.0,Rectangular,30,1000,1000,300,,2,1nn,all,1.876,1.485,0.0,0.0,"0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.45,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,0.188,0.188,-0.028,-0.027,0.779,0.792,0.766,0.774,0.515,0.685,0.245,0.316,0.326,0.434,3.487,4.0,5.047,5.0,0.628,0.63,0.559,0.542,0.268,0.35,0.267,0.268
es_true_mse.yaml,expanded,ES*,,Rectangular,30,1000,1000,300,,2,mean_var,all,0.034,0.035,0.0,0.0,"0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.836,0.836,0.755,0.758,0.574,0.57,0.347,0.354,0.43,0.437,5.0,5.0,23.55,24.0,0.628,0.631,1.517,1.469,0.303,0.311,0.267,0.268
post_pruned.yaml,expanded,CCP,0.0,Rectangular,30,1000,1000,300,,2,,all,18.18,18.159,0.0,0.0,"0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,,,,,0.8,0.802,0.786,0.788,0.724,0.742,0.319,0.326,0.44,0.451,4.323,4.0,5.577,5.0,0.641,0.642,0.542,0.521,0.378,0.389,0.267,0.268
two_step*.yaml,expanded,TS*,0.0,Rectangular,5,100,100,300,,2,mean_var,all,0.072,0.07,0.0,0.0,"0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0","0.15,0.12,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.799,0.8,0.684,0.69,0.234,0.25,0.166,0.106,0.173,0.146,2.62,3.0,4.417,4.0,0.531,0.521,1.911,1.396,0.033,0.0,0.263,0.26
max_depth.yaml,expanded,MD,,Rectangular,5,100,100,300,,2,,all,0.004,0.002,0.0,0.0,"0.01,0.01,0.0,0.0,-0.0","0.02,0.02,0.02,0.02,0.02","0.22,0.22,0.17,0.18,0.16",0.16,0.16,,,,,1.0,1.0,0.63,0.63,0.308,0.304,0.321,0.315,0.306,0.308,9.133,9.0,22.313,22.0,0.53,0.528,13.335,13.336,0.061,0.059,0.263,0.26
es_1nn.yaml,expanded,ES,,Rectangular,5,100,100,300,,2,1nn,all,0.005,0.004,0.0,0.0,"0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0","0.12,0.11,0.0,0.0,0.0",0.16,0.16,0.18,0.18,-0.02,-0.02,0.795,0.79,0.69,0.7,0.221,0.211,0.148,0.062,0.151,0.091,2.33,2.0,5.06,4.0,0.532,0.522,2.559,2.01,0.03,0.0,0.263,0.26
two_step.yaml,expanded,TS,0.0,Rectangular,5,100,100,300,,2,1nn,all,0.078,0.07,0.0,0.0,"0.0,0.0,0.0,0.0,0.0","0.0,0.0,0.0,0.0,0.0","0.14,0.13,0.0,0.0,0.0",0.16,0.16,0.18,0.18,-0.02,-0.02,0.8,0.8,0.686,0.69,0.255,0.25,0.164,0.112,0.174,0.156,2.65,2.0,4.397,3.0,0.531,0.519,1.929,1.225,0.04,0.0,0.263,0.26
es_true_mse.yaml,expanded,ES*,,Rectangular,5,100,100,300,,2,mean_var,all,0.003,0.002,0.0,0.0,"0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0","0.22,0.22,0.12,0.1,0.12",0.16,0.16,0.16,0.16,0.0,0.0,0.831,0.83,0.67,0.68,0.262,0.267,0.207,0.17,0.209,0.203,3.19,3.0,7.277,7.0,0.535,0.53,3.735,3.537,0.038,0.015,0.263,0.26
post_pruned.yaml,expanded,CCP,0.0,Rectangular,5,100,100,300,,2,,all,0.19,0.189,0.0,0.0,"0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.01,0.0,0.0","0.2,0.22,0.08,0.08,0.09",0.16,0.16,,,,,0.86,0.86,0.671,0.68,0.283,0.284,0.214,0.2,0.223,0.227,4.697,4.0,8.127,6.0,0.532,0.526,4.083,2.498,0.051,0.036,0.263,0.26
two_step*.yaml,standard,TS*,0.0,Rectangular,2,1000,1000,300,,2,mean_var,all,0.37,0.353,0.0,0.0,"0.08,0.08","0.01,0.01","0.55,0.45",0.16,0.16,0.16,0.16,0.0,0.0,0.802,0.802,0.788,0.789,0.74,0.742,0.325,0.326,0.449,0.453,4.383,4.0,6.427,5.0,0.644,0.645,0.555,0.521,0.388,0.391,0.267,0.268
two_step*_full.yaml,standard,TS*,1.0,Rectangular,2,1000,1000,300,,2,mean_var,all,0.393,0.377,0.0,0.0,"0.08,0.08","0.01,0.01","0.54,0.45",0.16,0.16,0.16,0.16,0.0,0.0,0.801,0.802,0.788,0.789,0.733,0.742,0.322,0.326,0.445,0.453,4.333,4.0,6.367,5.0,0.642,0.644,0.556,0.521,0.384,0.391,0.267,0.268
post_pruned_full.yaml,standard,CCP,1.0,Rectangular,2,1000,1000,300,,2,,all,3.029,3.054,0.0,0.0,"0.08,0.08","0.01,0.01","0.54,0.44",0.16,0.16,,,,,0.8,0.801,0.788,0.79,0.727,0.752,0.315,0.323,0.438,0.452,4.317,4.0,5.603,5.0,0.64,0.643,0.531,0.519,0.381,0.394,0.267,0.268
max_depth.yaml,standard,MD,,Rectangular,2,1000,1000,300,,2,,all,0.01,0.008,0.0,0.0,"0.05,0.05","0.01,0.01","0.5,0.5",0.16,0.16,,,,,1.0,1.0,0.676,0.675,0.396,0.397,0.4,0.397,0.397,0.395,23.523,23.0,260.087,260.0,0.589,0.587,11.674,11.714,0.177,0.174,0.267,0.268
es_1nn.yaml,standard,ES,,Rectangular,2,1000,1000,300,,2,1nn,all,0.009,0.008,0.0,0.0,"0.08,0.08","0.01,0.01","0.52,0.48",0.16,0.16,0.162,0.162,-0.002,-0.001,0.816,0.818,0.777,0.779,0.668,0.669,0.336,0.338,0.445,0.451,5.02,5.0,25.073,24.0,0.64,0.641,1.262,1.199,0.356,0.359,0.267,0.268
two_step.yaml,standard,TS,0.0,Rectangular,2,1000,1000,300,,2,1nn,all,0.572,0.564,0.0,0.0,"0.08,0.08","0.01,0.01","0.54,0.46",0.16,0.16,0.162,0.162,-0.002,-0.001,0.802,0.802,0.789,0.789,0.745,0.75,0.323,0.325,0.449,0.453,4.44,4.0,6.073,5.0,0.644,0.644,0.54,0.52,0.389,0.393,0.267,0.268
es_true_mse.yaml,standard,ES*,,Rectangular,2,1000,1000,300,,2,mean_var,all,0.005,0.004,0.0,0.0,"0.08,0.08","0.01,0.01","0.52,0.48",0.16,0.16,0.16,0.16,0.0,0.0,0.818,0.818,0.777,0.778,0.668,0.668,0.339,0.338,0.447,0.45,5.137,5.0,26.28,25.0,0.64,0.641,1.288,1.227,0.357,0.36,0.267,0.268
two_step_full.yaml,standard,TS,1.0,Rectangular,2,1000,1000,300,,2,1nn,all,0.609,0.596,0.0,0.0,"0.08,0.08","0.01,0.01","0.54,0.44",0.16,0.16,0.162,0.162,-0.002,-0.001,0.801,0.802,0.788,0.789,0.734,0.75,0.319,0.324,0.443,0.453,4.38,4.0,6.01,5.0,0.642,0.643,0.541,0.52,0.384,0.392,0.267,0.268
post_pruned.yaml,standard,CCP,0.0,Rectangular,2,1000,1000,300,,2,,all,2.97,2.986,0.0,0.0,"0.08,0.08","0.01,0.01","0.54,0.46",0.16,0.16,,,,,0.801,0.801,0.789,0.791,0.747,0.753,0.324,0.324,0.45,0.453,4.427,4.0,5.717,5.0,0.644,0.644,0.529,0.518,0.391,0.394,0.267,0.268
two_step*.yaml,expanded,TS*,0.0,Rectangular,100,1000,1000,300,,2,mean_var,all,6.244,6.425,0.0,0.0,"0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0","0.46,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0",0.16,0.16,0.16,0.16,0.0,0.0,0.797,0.8,0.778,0.783,0.67,0.718,0.302,0.323,0.412,0.448,4.17,4.0,5.83,5.0,0.631,0.64,0.574,0.526,0.343,0.378,0.267,0.268
